id,question,gold_answer,gold_aliases,matched_gold,pred_text,gen_text,em,contain,f1,cosine,confidence,mean_token_entropy,max_token_entropy,argmax_token_entropy,min_token_margin,argmin_token_margin,min_chosen_prob,argmin_chosen_prob,std_logp,std_logp_last_k,n_prompt_tokens,n_gen_tokens
239,Where in a vertebrate would you find the protein myoglobin?,Muscle tissue,['Muscle tissue'],Muscle tissue,Muscle tissue,Muscle tissue,1.0,1.0,1.0,1.0,0.7626313251967647,0.6769739270210267,1.581453800201416,2,0.13759979605674744,2,0.41215261816978455,2,0.33014023407210963,0.33014023407210963,73,5
1426,What type of creature is a saiga?,Antelope,"['Botswanan Antelopes', 'Antelope', 'Antilopina', 'Antelopes', 'Hybrid antelope']",Antelope,Antelope,Antelope,1.0,1.0,1.0,1.0000001192092896,0.6430521588992972,1.0858254805207253,2.821133613586426,0,0.02283783257007599,0,0.2552010416984558,0,0.5495927836273481,0.5495927836273481,66,4
1887,Robert Hubert was hanged for confessing to what?,Starting the Great Fire,['Starting the Great Fire'],Starting the Great Fire,unknown,unknown,0.0,0.0,0.0,0.15955589711666107,0.4828332403512373,2.3392381221055984,4.478543281555176,0,0.12216778099536896,0,0.2383115440607071,0,0.7060925019904971,0.7060925019904971,70,2
1642,The cathedral in which British city is known as ‘The Ship of the Fens’?,Ely,"['Ely', 'Ely (disambiguation)', 'ELY']",Ely,unknown,unknown,0.0,0.0,0.0,0.3306382894515991,0.3982983623901611,1.7525528818368912,3.2974791526794434,0,0.009992793202400208,0,0.16493307054042816,0,0.8816616758704185,0.8816616758704185,77,2
697,The Khyber Pass is approximately how many miles long?,33 Miles,"['33Miles', '33 Miles', '33miles']",33 Miles,36,36,0.0,0.0,0.0,0.6508166790008545,0.4733131041623124,1.4624605178833008,1.8932099342346191,0,0.04519914090633392,1,0.26436755061149597,1,0.39340782432888194,0.39340782432888194,69,4
250,How many chambers has the heart?,Four,"['Four', 'four', '4']",Four,Four,Four,1.0,1.0,1.0,1.0,0.7208194597646391,0.7700240314006805,0.940224289894104,0,0.33966824412345886,0,0.6437579393386841,0,0.1130659431219101,0.1130659431219101,66,2
1422,"In our solar system, the sun is composed of mostly which gas?",Hydrogen,"['Atomic number 1', 'Compressed Gaseous Hydrogen', 'Inflammable air', 'Dihydrogen', 'Element I', 'Hydrogen molecule', 'Proteum', 'Element 1', 'Molecular hydrogen', 'Monatomic hydrogen', 'H₂', 'Gaseous hydrogen', 'H (element)', 'Compressed gaseous hydrogen', 'Hydrogen', 'History of hydrogen', 'Hydrogen position in periodic table', 'E949']",Hydrogen,Hydrogen,Hydrogen,1.0,1.0,1.0,1.0,0.7701408589617073,0.6002397442935035,1.335573673248291,0,0.12904560565948486,0,0.4436175227165222,0,0.3322202538606786,0.3322202538606786,71,4
48,In which state was Gene Vincent born?,Virginia,"['US-VA', 'State of Virginia', 'Virginia, USA', 'Tenth State', 'Religion in Virginia', 'Virginia (USA state)', 'Virginia (state)', 'Commonwealth of VA', 'Rest of Virginia', 'Virginia', 'Mother of Presidents', 'Virginia (USA State)', 'The Old Dominion', 'VA (state)', 'Commonwealth of Virginia', 'Virginian Commonwealth', 'The Mother of Presidents', 'Virginia, United States', 'Council of Virginia', 'Sports in Virginia', 'Viginia', 'Virginia (U.S. state)', '10th State', 'Virgina', 'The Commonwealth of Virginia', 'VA, USA', 'Virginia (State)']",Virginia,unknown,unknown,0.0,0.0,0.0,0.30222782492637634,0.4559347484105628,1.803376965224743,3.444505214691162,0,0.12986796349287033,0,0.21346016228199005,0,0.7588995108380914,0.7588995108380914,65,2
282,"What type of acid is extracted from the juice of lemons, oranges, limes, and grapefruit?",Citric acid,"['E330', 'Sour salt', 'Hydrogen citrate', 'HOOCCH2(OH)C(COOH)CH2COOH', 'Citric acid', 'E 330', 'Citric Acid', '3-hydroxypentanedioic acid-3-carboxylic acid', '2-hydroxy-1,2,3-propanetricarboxylic acid', 'Citrus acid', 'ATC code A09AB04', 'ATCvet code QA09AB04', 'Acid of lemon', 'Citric (acid)']",Citric acid,citric acid,citric acid,1.0,1.0,1.0,0.9999999403953552,0.8301139219063477,0.4750394094735384,1.2112919092178345,0,0.21010175347328186,0,0.5614451766014099,0,0.22913571805707783,0.22913571805707783,83,4
1072,The Fitzwilliam Museum is in which English city?,Cambridge,"['Cambridge, United Kingdom', 'Cambridge, UK', 'Cantabrigiae', 'The weather in Cambridge', ""Christ's Piece"", 'Caergrawnt', 'Cambridge, East Anglia', 'England Cambridge', 'UN/LOCODE:GBCMG', 'Cambridge, Cambridgeshire', 'Cambridge (England)', 'Cambridge', 'Park Street Church of England Primary School', 'Cambridge, England', 'Grantabridge']",Cambridge,Cambridge,Cambridge,1.0,1.0,1.0,1.0000001192092896,0.9366291978709036,0.42891690135002136,0.6752795577049255,0,0.884286554530263,0,0.8992835283279419,0,0.04068915918469429,0.04068915918469429,68,2
1627,Which English actor is the oldest man to have trekked to the North Magnetic Pole on foot?,Brian Blessed,"['Brian Blessed', 'Brian blessed']",Brian Blessed,unknown,unknown,0.0,0.0,0.0,0.15066228806972504,0.23405804270994832,2.5265537798404694,4.822713851928711,0,0.0017420090734958649,0,0.05661977455019951,0,1.4192108698189259,1.4192108698189259,80,2
347,What is the name given to the largest bee in a hive?,Queen,"['Quene', 'Queene', 'Queen', 'Queen (disambiguation)', 'Queen (automobile)', 'Queen (album)', 'Queen (song)']",Queen,Queen bee,Queen bee,0.0,1.0,0.6666666666666666,0.7595851421356201,0.8637314243371678,0.5762082592118531,1.326418161392212,0,0.6256099864840508,1,0.7432015538215637,1,0.14192690805224037,0.14192690805224037,72,4
1700,Which Orbison number was used in the David Lynch cult classic of 1986 Blue Velvet?,In Dreams,"['In Dreams (disambiguation)', 'In Dreams (album)', 'In Dreams Album', 'In Dreams', 'In Dreams (song)']",In Dreams,unknown,unknown,0.0,0.0,0.0,0.3030494153499603,0.8204694298434418,0.8758532628417015,1.658616304397583,0,0.5745557621121407,0,0.6825510263442993,0,0.18403938598930836,0.18403938598930836,81,2
1045,What type of camel has two humps?,Bactrian,"['Bactrian', 'Bactrian (disambiguation)']",Bactrian,Dromedary,Dromedary,0.0,0.0,0.0,0.3244462013244629,0.9031261424717618,0.298503179702675,0.9320621490478516,4,0.3755323588848114,4,0.6589381098747253,4,0.16139121427228306,0.16139121427228306,67,5
448,What is the full name of the train robber played by Phil Collins in a 1988 movie?,Buster Edwards,"['Buster Edwards', 'Ronald %22Buster%22 Edwards']",Buster Edwards,Train Robber Phil Collins,Train Robber Phil Collins,0.0,0.0,0.0,0.2737126648426056,0.42022611796523535,2.3328709540267787,4.8330817222595215,0,0.02567533403635025,0,0.10472873598337173,0,0.7770130497145737,0.5110600959123223,80,6
1591,"Congo, Sensation, President Grevy and Beauty of Moscow are all varieties of which garden plant?",Lilac,"['Syringa vulgaris', 'Lilac bush', 'Common lilac', 'Lilac', 'Common Lilac']",Lilac,"Congo rose, Sensation rose, and Beauty of Moscow rose","Congo rose, Sensation rose, and Beauty of Moscow rose",0.0,0.0,0.0,0.2318309098482132,0.6317393304083689,1.341363323231538,5.593660354614258,0,0.012617930769920349,1,0.07416051626205444,0,0.691343487286907,0.16897349396578445,80,15
1357,"Soul Patch, Reed, Lincoln and Monkey Tail are all types of what?",Beard,"['Beard', 'Bearded', 'Neard', 'Manbeard', 'Pogonology', 'Full beard', 'Neckbeard', 'الرجل بلا شنب كالقط بلا ذنب', 'Neck beard', 'Neck hair', 'Beards', 'Bearded people', ""Five o'clock shadow""]",Neck hair,facial hair styles,facial hair styles,0.0,0.0,0.4,0.6529399752616882,0.567755933218345,1.4632169153075665,4.911187171936035,0,0.034495867788791656,0,0.11031240224838257,0,0.8410755170385568,0.8410755170385568,76,5
1796,Whose 1960 recording “The Twist” spawned a craze for the dance of that name?,Chubby Checker,['Chubby Checker'],Chubby Checker,Chubby Checker,Chubby Checker,1.0,1.0,1.0,1.0000001192092896,0.858167483509507,0.5899653045210774,2.70896577835083,0,0.4405854195356369,0,0.496264785528183,0,0.2571448144489059,0.08577181072092079,82,6
1139,What was the only film directed by Cecil B DeMille in which actor John Wayne appeared?,Reap The Wild Wind,"['Reap the Wild Wind', 'Reap The Wild Wind']",Reap The Wild Wind,"""The Big Sky""","""The Big Sky""",0.0,0.0,0.0,0.28719180822372437,0.6469465881792614,1.5207854006439447,2.8902738094329834,0,0.21802984178066254,0,0.3658443093299866,0,0.30461983487822664,0.18264886421426949,77,6
47,Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Noble,['Richard Noble'],Richard Noble,Richard Noble,Richard Noble,1.0,1.0,1.0,1.0,0.6638566937251099,1.0658224998624064,3.654970169067383,0,0.07601644098758698,0,0.21452267467975616,0,0.653451999375678,0.653451999375678,76,4
935,"What is the nickname of Thierry Guetta, the French-born street-artist?",Mr Brainwash,"['Mr Brainwash', 'Mr. Brainwash', 'Thierry Guetta', 'Mister Brainwash']",Mr Brainwash,"""Mr. Brainwash""","""Mr. Brainwash""",1.0,1.0,1.0,0.9003040790557861,0.6078130359328184,1.2649127268491105,5.157050132751465,0,0.010334804654121399,0,0.11548607051372528,0,0.8555427796768876,0.03213569027241524,78,9
1681,In which London thoroughfare is The Monument?,Pudding Lane,['Pudding Lane'],Pudding Lane,Parliament Square,Parliament Square,0.0,0.0,0.0,0.3021765947341919,0.4922436955152346,1.6935022672017415,3.3863141536712646,0,0.054030001163482666,1,0.29287126660346985,0,0.45434000547338804,0.45434000547338804,66,3
214,Which crusade was led by Philip II Augustus of France and Richard I of England?,Third crusade,"['Third crusade', '3rd Crusade', ""Kings' Crusade"", '3rd crusade', ""Kings' crusade"", 'Kings crusade', 'Third Crusade', 'Crusade of 1189', 'The Third Crusade']",Third crusade,Third Crusade,Third Crusade,1.0,1.0,1.0,1.0,0.8777004383308692,0.37895927686186043,1.5801002979278564,0,0.2898412346839905,0,0.5493230819702148,0,0.23495913693271742,0.23495913693271742,76,5
80,"Who was born first, Kiefer Sutherland or Christian Slater?",Kiefer Sutherland,"['Kiefer sutherlund', 'Keefer Sutherland', 'Promised Land (1987)', 'Keifer Sutherland', 'Kiefer William Frederick Dempsey George Rufus Sutherland', 'Kiefer Sutherland', 'Keifer Southerland', 'Kiefer William Fredrick Dempsey George Rufus Sutherland', 'Kiefer Sutherland characters']",Kiefer Sutherland,"Kiefer Sutherland

Christian Slater","Kiefer Sutherland

Christian Slater",0.0,0.0,0.4,0.8712833523750305,0.8400349375343202,0.45287368264129885,1.7859430313110352,0,0.0,0,0.39544716477394104,0,0.30589781207433947,0.1454038484078565,73,13
1556,What is the first name of Irish singer Van Morrison?,George,"['Gheevarghese', 'Vargheese', 'Ghevargheese', 'George (disambiguation)', 'Ghevarghese', 'Gheevargheese', 'George', 'Vargis', 'Geroge', ""George's"", 'GEORGE']",George,Van,Van,0.0,0.0,0.0,0.37545955181121826,0.7560463595841298,0.7565827816724777,1.0423774719238281,1,0.2605321705341339,1,0.6055829524993896,1,0.2219110857695341,0.2219110857695341,70,2
263,Who was the first man to walk on the Moon?,Neil Armstrong,"[""That's one small step for a man one giant leap for mankind"", 'Neil Armstrong', 'First man on moon', 'One small step for man', ""That's one small step for a man, one giant leap for mankind"", 'Niel Armstrong', ""That's one small step for man, one giant leap for mankind"", 'Neal armstrong', 'First man on the moon', 'Astronaut Armstrong', 'Neil armstrong', 'Neil Alden Armstrong', 'Neal Armstrong', 'First man on the Moon', ""That's one small step for a man"", 'Neil armstorng', 'Armstrong, Neil Alden', 'Neil A. Armstrong']",Neil Armstrong,Neil Armstrong,Neil Armstrong,1.0,1.0,1.0,1.0,0.9617888482718473,0.18656580772949383,0.42377036809921265,3,0.8435056954622269,3,0.9093810319900513,3,0.03724201255881767,0.03724201255881767,68,4
175,Throughout the 80s and 90s Phil Collins recorded on which record label?,Atlantic,"['Sea of Atlas', 'The Pond', 'Ethiopic Ocean', 'Across the pond', 'North Atlantic', 'The Atlantic Ocean', 'North Atlantic ocean', 'Northern Atlantic', 'Altantic Ocean', 'Atlantis Thalassa', 'Atlantic basic', 'The pond', 'Atlantic basin', 'Atlantic', 'Atlantic Oceans', 'Occidental Ocean', 'Ethiopian Ocean', 'North Atlantic fisheries', 'Atlantic Basic', 'North-East Atlantic', 'Atlantic Basin', 'Atlantic ocean', 'Atlantic (ocean)', 'Antlantic Ocean', 'South Atlantic Ocean', 'Oceanvs Occidentalis', 'Atlantic Ocean', 'Central Atlantic', 'South Atlantic', 'East Atlantic', 'North Atlantic Ocean', 'Altantic ocean', 'Atlantic coast']",Atlantic,Atlantic Records,Atlantic Records,0.0,1.0,0.6666666666666666,0.6674315929412842,0.8166657938390814,0.8954924742380778,2.259946584701538,0,0.5398298278450966,0,0.5933191776275635,0,0.22751029218502744,0.22751029218502744,77,3
435,"Nicknamed the cannibal, who is the only rider to have won all three jerseys in the same year in the Tour de France?",Eddy Merckx,"['Edward Merckx', 'Eddy merkx', 'Eddie Merckx', 'Edouard Louis Joseph, Baron Merckx', 'Eddy Merckx', 'Eddy Merx', 'Eddie Merx', 'Eddy Merkx', 'Eddy Merckx (cyclist)', 'Eddie Merkx', 'Eddy merx']",Eddy Merckx,Eddy Merckx,Eddy Merckx,1.0,1.0,1.0,1.0,0.8563674497440668,0.5085848753233222,2.6938271522521973,0,0.3136742562055588,0,0.415495902299881,0,0.32395556750492865,0.02007399236666985,90,6
107,Melanie Molitor is the mom of which tennis world NO 1?,Martina Hingis,"['The Swiss Miss', 'Martina hingis', 'Martina Hingisová', 'Martina Hingis', 'MartinaHingis', 'Martina Hingisova', 'Hingis']",Martina Hingis,Novak Djokovic,Novak Djokovic,0.0,0.0,0.0,0.49366089701652527,0.712021831292504,0.6716589585828062,4.497076511383057,0,0.008510440587997437,0,0.09509965777397156,0,0.8218979864035842,0.006431897384235256,72,7
766,"Isoprene, Butyl and Nitrile are all types of which substance?",Rubber,"['India-Rubber', 'India-rubber', 'Gum rubber', 'Natural rubbers', 'Indiarubbers', 'India rubbers', 'Rubber', 'India rubber', 'Gum Elastic', 'Rubber mixing', 'Rubbers', 'Indiarubber', 'India-rubbers', 'Caoutchouc', 'Natural rubber', 'Production of rubber', 'Caucho']",Rubber,"Isoprene, Butyl, Nitrile","Isoprene, Butyl, Nitrile",0.0,0.0,0.0,0.26823702454566956,0.7638652037799049,0.6201555845751003,3.453094959259033,0,0.04268267750740051,0,0.19296042621135712,0,0.47004641497371236,0.2283561507963097,75,11
717,Which group released an album in 1986 entitled ‘The Queen is Dead’?,The Smiths,"['Dale Hibbert', 'Morrissey/Marr', 'The smiths', 'The Smiths (band)', 'The Smiths', 'The smith']",The Smiths,The Smiths,The Smiths,1.0,1.0,1.0,1.0000001192092896,0.7890691268470321,0.8895432435674593,3.1818578243255615,0,0.31925854086875916,0,0.4109549820423126,0,0.37700152937753495,0.37700152937753495,76,4
1269,"On June 4th 1979, Joe Clark became the 16th and youngest Prime Minister of which country?",Canada,"['Canada', 'Canadá', 'The Dominion of Canada', 'Commonwealth of Canada', 'Dominion of canada', 'ISO 3166-1:CA', 'Etymology of Canada', 'CANADA', 'Canadiophile', ""Canada's"", 'ᑲᓇᑕ', 'Canada/References', ""America's top hat"", 'Canada.', 'Cnada', 'Čanada', 'Canadian Federation', 'Kenadian', 'Canadialand', 'Xanada', 'Dominion of Canada', 'Canadaa']",Canada,Canada,Canada,1.0,1.0,1.0,0.9999999403953552,0.9624351959864433,0.3036014139652252,0.45088136196136475,0,0.9323964305222034,0,0.9435544013977051,0,0.01981272641569376,0.01981272641569376,85,2
1581,The valet costume worn by Django in the 2012 film ‘Django Unchained’ was inspired by which painting by Thomas Gainsborogh?,The Blue Boy,"['The Blue Boy', 'Jonathan Buttall']",The Blue Boy,"""The Execution of Lady Jane Grey""","""The Execution of Lady Jane Grey""",0.0,0.0,0.0,0.11898535490036011,0.5955722766640515,1.409692242773599,4.566078186035156,2,0.011340372264385223,2,0.09651125222444534,2,0.7485806094695706,0.20845771315533548,93,10
599,"Following that year's April Budget, Alderman Sir Cuthbert Ackroyd, who later became Lord Mayor of London, bought the first what on 1 November 1956?",Premium Bond,"['ERNIE', 'Premium bond', 'Premium bonds', 'Premium Bond', 'Premium Bonds', 'Electronic Random Number Indicator Equipment']",Premium Bond,"Alderman Sir Cuthbert Ackroyd, who later became Lord Mayor of London, bought the first computer.","Alderman Sir Cuthbert Ackroyd, who later became Lord Mayor of London, bought the first computer.",0.0,0.0,0.0,0.1802009642124176,0.7325461081676303,0.7678779287688667,6.470311641693115,22,0.02086109295487404,22,0.05061770975589752,22,0.7348249994473729,1.1599487493269847,99,25
785,"Fidel Castro, former President of Cuba, ordered which board game to be destroyed when he took power?",Monopoly,"['List of possible monopolies', 'Market monopolies', 'Monopolizing', 'Regulated Monopoly', 'Monopolisation', 'Monopolizes', 'Dominance and monopoly', 'Monopolism', 'Monopolistic', 'Vertical monopolist', 'Monopoly market', 'Monopolized', 'Vertical monopoly', 'Abuse of dominance', 'Monopoly power', 'Regulated monopoly', 'Monopoly (economics)', 'Revolution in monopoly theory', 'Horizontal Monopoly', 'Resources monopoly', 'Vertical Monopolist', 'Monopolist', 'Vertical Monopoly', 'Monopoly', 'One monopoly profit', 'Horizontal monopoly', 'Monopolies', 'Horizontal Monopolist', 'Monopolised', 'Monopoly law', 'Monopoly and Competition', 'Monopoly, Moral Aspects of', 'Local monopoly', 'Horizontal monopolist', 'Moral Aspects of Monopoly']",Monopoly,Monopoly,Monopoly,1.0,1.0,1.0,1.0000001192092896,0.6864016473003305,0.8846014539012685,2.870375633239746,0,0.0654001384973526,0,0.2436809092760086,0,0.5991147926849926,0.5991147926849926,78,4
651,Which method of painting consists of applying pigment to wet plaster?,Fresco.,"['Fresco painting', 'Frescoes', 'Fresco', 'Affresco', 'Fresco.', 'Frescos']",Fresco.,Fresco,Fresco,1.0,1.0,1.0,1.0,0.7193888099883412,0.6664953671024705,1.5152273178100586,3,0.1301155984401703,3,0.44729578495025635,3,0.34498541283763656,0.34498541283763656,72,4
483,Which horse racing jockey was sometimes referred to as the long fellow?,Lester Piggott,"['Lester Piggot', 'Lester Pigott', 'Lester Piggott', 'Lester Keith Piggott']",Lester Piggott,William Morris (Willie) Smith,William Morris (Willie) Smith,0.0,0.0,0.0,0.42702457308769226,0.3379138382541681,2.490206405520439,4.82023811340332,0,0.00913817435503006,0,0.0631723552942276,0,0.8349716523357423,0.6283840910834665,71,8
70,Which drink did The Spice Girls promote?,Pepsi,"['Pep.si', 'Pepsey', 'Pepsi Convoy', 'Pepsi Lime', 'Pepsi: summer Mix', 'Pepsi Si', ""Brad's drink"", 'Cherry Pepsi', 'Pepsi Sí', 'Pepsi edge', 'Joy of Cola', 'Pepsi Summer mix', 'Pepsi tarik', 'Pepsi cino', 'Pepsi Holiday Spice', 'Pepsi Perfect', 'PepsiCola', 'Pepsi: Summer mix', 'Pepsi: summer mix', 'Pepsi Gold', 'Pepsi Samba', 'Pepsi Vanilla', 'Pepsi Avantage', 'Vanilla Pepsi', 'Pepsi cola', 'Pepsi Tarik', 'Pepsi (Summer Mix)', 'Pepsi', 'Mandarin Orange Slice', 'Pepsi advantage', 'Pepsi (summer mix)', 'Wildcherrypepsi', 'Cokesi', 'Pepsi-Cola', 'Pepsi Fire', 'Pepsi EDGE', 'Pepsi Cola', 'Pepsiman', 'Pepsi avantage', 'Pepsi AM', 'Pepsi: Summer Mix', 'Diet Wild Cherry Pepsi', 'Pepsi Man', 'Pepsi-cola', 'Pepsi Cappuccino', 'Pepsi summer Mix', 'Pepsi Ice', 'Pepsi lime', 'Peppsey', 'Diet Cherry Pepsi', 'Pepsi Edge', 'Pepsi summer mix', ""Brad's Drink"", 'Pepsi B', 'Pepsi Summer Mix', 'Pepsi Limited Edition Summer Mix', 'Pepsi X', 'PEPSI', 'Brads drink', 'Homemade Pepsi', 'Diet Pepsi Vanilla', 'Pepsi (Summer mix)']",Pepsi,Love Actually,Love Actually,0.0,0.0,0.0,0.3053545355796814,0.32779291587680687,3.0185824632644653,4.495148181915283,0,0.033598124980926514,0,0.1518908441066742,0,0.6758568450787059,0.6758568450787059,66,3
1060,Which month of the year comes third alphabetically?,December,"['December', '㋋', 'Xber', 'Dec.', 'Decembre']",December,May,May,0.0,0.0,0.0,0.4451313316822052,0.5035867905505158,1.2262302339076996,2.2616381645202637,0,0.0923987478017807,0,0.2607545256614685,0,0.6581766083836555,0.6581766083836555,67,2
